"Group ID","Date Scraped","Product name","Price","Rating","Why Choose","Site Score","Market Demand Score","Price Trend","Conclusion"
"99a6229d54","April 20, 2025, 7:26 a.m.","Green Cross Isopropyl Alcohol with Moisturizer 70% Solution (500 mL)","106.0","0.0","Rank 96 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱106.00, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Green Cross 70% Ethyl Alcohol with Moisturizer 250mL - 500mL","108.0","0.0","Rank 97 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱108.00, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Hygienix Germ Kill Alcohol 150mL Set of 3","111.0","0.0","Rank 98 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱111.00, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","HARRIET 70% ETHYL ALCOHOL 1 GALLON W/ FREE GIFT","119.0","0.0","Rank 99 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱119.00, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","HARRIET 70% ISOPROPYL ALCOHOL 1 GALLON W/ FREE GIFT","119.0","0.0","Rank 99 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱119.00, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","DellCross 70% Isopropyl Alcohol Disinfectant Antiseptic - 1 Gallon","129.0","0.0","Rank 101 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱129.00, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","AlcoPlus Classic Ethyl 70% Alcohol 500ml with moisturizer - 2pcs","169.0","0.0","Rank 102 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱169.00, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Alcohol Bottle Bottle Spray Alcohol Spray Hot-Selling Cupid Hypnosis Cupid Hypnosis Edp Hypnosis 2.0","185.0","0.0","Rank 103 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱185.00, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Hosoku Minoxidil Alcohol Based, Minoxidil Hosoku Hair Growth.","219.0","0.0","Rank 104 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱219.00, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","GUARDIAN 70% ISOPROPYL ALCOHOL","390.0","0.0","Rank 105 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱390.00, making it more affordable compared to others in its category. Being listed on Lazada, a platform with a trust score of 0.93, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.93","0.00","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:25 a.m.","Stylex Setting Lotion 500g","0.0","0.0","Rank 106 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱0.00, making it more affordable compared to others in its category. Being listed on TikTok Shop, a platform with a trust score of 0.88, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.88","nan","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:25 a.m.","Vitress Hair Freshener - Floral Bloom 50ml","0.0","0.0","Rank 106 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱0.00, making it more affordable compared to others in its category. Being listed on TikTok Shop, a platform with a trust score of 0.88, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.88","nan","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:25 a.m.","CASINO FEMME DUAL MOISTURIZER ETHYL ALCOHOL 70% SOLUTION 60ML/150ML/250ML/500ML MOISTURIZE HYDRATING NONE DRY","0.0","0.0","Rank 106 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱0.00, making it more affordable compared to others in its category. Being listed on TikTok Shop, a platform with a trust score of 0.88, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.88","nan","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:25 a.m.","RDL BABY FACE KOJIC + GLUTATHAIONE CLEANSER 150 ML / 250 ML","0.0","0.0","Rank 106 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱0.00, making it more affordable compared to others in its category. Being listed on TikTok Shop, a platform with a trust score of 0.88, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.88","nan","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:25 a.m.","ROBUST DIETARY SUPPLEMENT 2 PCS. 1 BOX (DISCREET PACKAGING) Optimum","0.0","0.0","Rank 106 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱0.00, making it more affordable compared to others in its category. Being listed on TikTok Shop, a platform with a trust score of 0.88, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.88","nan","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:27 a.m.","1-10PCS Stainless Steel Funnel Hopper Kitchen Tool Flask Hip Whisky Alcohol Liquor Bottle Metal Pocket Gift Groomsmen Drinkware","5.82","0.0","Rank 126 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱5.82, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.00","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:27 a.m.","Compact Burner with Carrying Case - Portable for Outdoor Climbing","6.8","0.0","Rank 127 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱6.80, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.00","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Distiller External Cooling Tube Moonshine Condenser Stainless Cooler Cooling Pipe Tube Home Brew Vodka Whisky Wine Alcohol Maker","10.6","0.0","Rank 128 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱10.60, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.00","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Essential Oil Distillation Kit,500ml Distillation Apparatus,3.3 Boro Lab Glassware Distillation Kit with Alcohol Lamp,28 pcs Set","60.19","0.0","Rank 131 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱60.19, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.00","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:25 a.m.","CASINO ALCOHOL FEMME AND REGULAR","0.0","0.0","Rank 106 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱0.00, making it more affordable compared to others in its category. Being listed on TikTok Shop, a platform with a trust score of 0.88, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.88","nan","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:25 a.m.","J FRAGRANCE 60 ML ( ORIGINAL ) #1 Trending Perfume - Women","0.0","0.0","Rank 106 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱0.00, making it more affordable compared to others in its category. Being listed on TikTok Shop, a platform with a trust score of 0.88, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.88","nan","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:25 a.m.","J SPRAY Perfume 60 ML ( ORIGINAL )","0.0","0.0","Rank 106 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱0.00, making it more affordable compared to others in its category. Being listed on TikTok Shop, a platform with a trust score of 0.88, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.88","nan","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:25 a.m.","Alcogenic Ethyl Alcohol Disinfectant Solution","0.0","0.0","Rank 106 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱0.00, making it more affordable compared to others in its category. Being listed on TikTok Shop, a platform with a trust score of 0.88, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.88","nan","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:25 a.m.","Alcogenic Isopropyl Alcohol","0.0","0.0","Rank 106 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱0.00, making it more affordable compared to others in its category. Being listed on TikTok Shop, a platform with a trust score of 0.88, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.88","nan","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:27 a.m.","Automatic Induction Hand Cleaner Alcohol Spray Hand Sterilization Machine Kindergarten Factory Wall-Mounted","62.94","0.0","Rank 132 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱62.94, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.00","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","VEVOR 3Gal Alcohol Still Stainless Steel Alcohol Distiller Copper Tube Home Brewing Kit Build-in Thermometer for DIY Whisky","65.73","0.0","Rank 133 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱65.73, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.00","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","3 Gallon Moonshine Distiller Brewing Kit for Water Wine Alcohol Stainless Steel","81.59","0.0","Rank 134 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱81.59, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.00","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","ZONESUN 10L Distiller for alcohol drinker Bar Household Facilities Wine Distilled Water Large Capacity Vodka Maker Brew Whisky","84.55","0.0","Rank 135 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱84.55, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.00","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:25 a.m.","Extrait de Parfum by Arciflair Collections","0.0","0.0","Rank 106 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱0.00, making it more affordable compared to others in its category. Being listed on TikTok Shop, a platform with a trust score of 0.88, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.88","nan","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:25 a.m.","Green Cross Isopropyl Alcohol 70% Solution With Moisturizer 500ml","0.0","0.0","Rank 106 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱0.00, making it more affordable compared to others in its category. Being listed on TikTok Shop, a platform with a trust score of 0.88, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.88","nan","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:25 a.m.","Sisters Sanitary Napkin Regular Flow + Heavy Flow + Panty Liner 16's+8's Comfort Pack Pad","0.0","0.0","Rank 106 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱0.00, making it more affordable compared to others in its category. Being listed on TikTok Shop, a platform with a trust score of 0.88, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.88","nan","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:25 a.m.","Bear Brand Fortified Powdered Milk Drink 300g Calcium","0.0","0.0","Rank 106 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱0.00, making it more affordable compared to others in its category. Being listed on TikTok Shop, a platform with a trust score of 0.88, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.88","nan","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:25 a.m.","H-HARRIET 70% ETHYL ALCOHOL DISINFECTANT ANTISEPTIC 1 GALLON ONLY","0.0","0.0","Rank 106 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱0.00, making it more affordable compared to others in its category. Being listed on TikTok Shop, a platform with a trust score of 0.88, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.88","nan","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","10L Water Alcohol Distiller Small Household Brew Kit Still Wine Making Brewing Machine Distillation Equipment","88.92","0.0","Rank 137 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱88.92, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.00","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","VEVOR 30L Stainless Steel Water Alcohol Distiller Copper Tube Home Brewing Kit Build-in Thermometer for DIY Whisky Wine Brandy","89.43","0.0","Rank 138 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱89.43, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.00","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Whiskey Still 5 Gallon Distills Water Wine Alcohol Home Brewing Kit Stainless Steel","93.09","0.0","Rank 139 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱93.09, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.00","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","22L Alcohol Brewing Distiller DIY Moonshine Apparatus Still Whisky Beer Brandy Home Brew Water Wine Essential Oil Brewing Kit","95.65","0.0","Rank 140 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱95.65, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.00","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:25 a.m.","H-HARRIET 70% ETHYL ALCOHOL DISINFECTANT ANTISEPTIC 1 GALLON, 2 LITERS, 1 LITER with Free Gift","0.0","0.0","Rank 106 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱0.00, making it more affordable compared to others in its category. Being listed on TikTok Shop, a platform with a trust score of 0.88, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.88","nan","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:25 a.m.","H-Harriet Isopropyl 70% Alcohol Disinfectant 1 Gallon ONLY","0.0","0.0","Rank 106 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱0.00, making it more affordable compared to others in its category. Being listed on TikTok Shop, a platform with a trust score of 0.88, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.88","nan","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:23 a.m.","X2 Playmobil rum bottle pirate ship-drink decanter-alcohol-bar-meson","104.97","0.0","Rank 123 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱104.97, making it more affordable compared to others in its category. Being listed on eBay, a platform with a trust score of 0.85, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.85","0.00","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:23 a.m.","New ListingCocktail Party Game Board Ridley's Alcohol Mixology Party Cards Lift Your Spirit","283.69","0.0","Rank 124 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱283.69, making it more affordable compared to others in its category. Being listed on eBay, a platform with a trust score of 0.85, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.85","0.00","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:23 a.m.","Alcohol Carbinol Plastic Bottle Container 200mL for Cleaning","339.86","0.0","Rank 129 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱339.86, making it more affordable compared to others in its category. Being listed on eBay, a platform with a trust score of 0.85, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.85","0.00","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","20L Moonshine Alcohol Distiller Kit Vodka Making Machine Home Brew Distillery Alcohol","100.34","0.0","Rank 141 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱100.34, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.00","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Alcohol Still 5Gal/20L Alcohol Distiller Stainless Steel Distillery Kit for Alcohol With Copper Tube","101.68","0.0","Rank 142 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱101.68, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.00","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:27 a.m.","ZONESUN 10L Distiller Bar Household Facilities Wine Limbeck Distilled Water Large Capacity Vodka Maker Brew Alcohol Whisky","102.18","0.0","Rank 143 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱102.18, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.00","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:27 a.m.","20L Moonshine Distiller Brewing Alcohol Mashine Home Brewing Liquor Brandy Bodka Distiller ，Comprises Brewing Accessories","113.35","0.0","Rank 144 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱113.35, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.00","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:23 a.m.","food labels buffet table pin labeling sticks toothpicks lactose veg gluten free","339.86","0.0","Rank 129 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱339.86, making it more affordable compared to others in its category. Being listed on eBay, a platform with a trust score of 0.85, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.85","0.00","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:23 a.m.","1/6 Scale Whiskey Bottle Alcohol Toy For 12" Hot Toys Kumik Phicen Barbie","403.97","0.0","Rank 136 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱403.97, making it more affordable compared to others in its category. Being listed on eBay, a platform with a trust score of 0.85, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.85","0.00","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:23 a.m.","2 x 1/6 Bottle Alcohol Brandy Model Miniature 12" Hot Toys PHICEN Figure Doll","443.69","0.0","Rank 145 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱443.69, making it more affordable compared to others in its category. Being listed on eBay, a platform with a trust score of 0.85, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.85","0.00","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Alcohol Still, 13.2 Gal / 50 L Stainless Steel Water Alcohol Distiller with Copper Coil for Fast Cooling","132.18","0.0","Rank 146 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱132.18, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.00","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:23 a.m.","Hand alcohol gel bottle holder GEL-ON for backpacks, bags, travel bags and belts","451.88","0.0","Rank 147 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱451.88, making it more affordable compared to others in its category. Being listed on eBay, a platform with a trust score of 0.85, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.85","0.00","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:23 a.m.","Playing Cards ~ BUDWEISER Vintage Retro Alcohol Beer Drinks Poster Ads 114","453.34","0.0","Rank 148 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱453.34, making it more affordable compared to others in its category. Being listed on eBay, a platform with a trust score of 0.85, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.85","0.00","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Alcohol Still 13GAL/50L, Alcohol Distiller with Thumper Keg, Distillery Kit for Alcohol with Copper Tube & Build-in Thermometer","135.62","0.0","Rank 150 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱135.62, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.00","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","3L Copper Pot Distiller Home Hydrosol Essential Oil Distiller Spirits Alcohol Whiske DIY Retro Pure Red Copper Distillation Sets","177.45","0.0","Rank 152 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱177.45, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.00","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Alcohol Distiller Machine 12L 20L Beer Brewing Equipment Household copper brewing hydrosol distiller Stainless Steel brewery Kit","188.65","0.0","Rank 154 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱188.65, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.00","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:23 a.m.","Playing Cards ~ ABSOLUT VODKA Vintage Alcohol Vodka Spirits Poster Ads 112","453.34","0.0","Rank 148 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱453.34, making it more affordable compared to others in its category. Being listed on eBay, a platform with a trust score of 0.85, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.85","0.00","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:23 a.m.","W052 1/6 Scale Alcohol Tester Model for 12" Soldier HK Police","484.54","0.0","Rank 151 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱484.54, making it more affordable compared to others in its category. Being listed on eBay, a platform with a trust score of 0.85, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.85","0.00","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:23 a.m.","RC 1/10 Scale Miniature Whiskey Bottle Alcohol Rock Crawler Truck Mini Accessory","503.83","0.0","Rank 153 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱503.83, making it more affordable compared to others in its category. Being listed on eBay, a platform with a trust score of 0.85, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.85","0.00","increasing","Low Priority"
"99a6229d54","April 20, 2025, 7:27 a.m.","304SUS distiller 60L with sight glass liquor brewing machine with copper mesh brandy whisky vodka brewing Moonlight Alcohol","190.0","0.0","Rank 155 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱190.00, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.00","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:27 a.m.","Alcohol Still 9 Gallon 30L Water Alcohol Distiller for diy Home Distillery Kit Stainless Steel Tube Pump One Way Exhaust","194.24","0.0","Rank 156 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱194.24, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.00","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:27 a.m.","Stainless Steel 10L/15L Distiller Bar Household Facilities Distilled Water Large Capacity Vodka Maker Brew Alcohol Whisky","199.63","0.0","Rank 157 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱199.63, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.00","decreasing","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","HOOLOO 4L Home Water Distiller Moonshine Apparatus Still Fragrance Distiller Alcohol Stills Hydrosols & Essential Oil Distiller","204.61","0.0","Rank 158 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱204.61, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.00","stable","Low Priority"
"99a6229d54","April 20, 2025, 7:26 a.m.","Alcohol Still 18.5Gal/70L Alcohol Distiller with Ceramic Balls for Purer Wine Distillery Kit for Alcohol with Brewing Kit","254.21","0.0","Rank 160 in Group: This product stood out due to its high rating of 0.00, reflecting strong user satisfaction. It also offers good value at ₱254.21, making it more affordable compared to others in its category. Being listed on AliExpress, a platform with a trust score of 0.82, adds to its reliability. Availability is also a plus, as the item is currently in stock.","0.82","0.00","increasing","Low Priority"
